event_id,soc_id,timestamp,event_type,source,asset_id,device_id,analyst_id,severity,description,metadata
EV-00856,SOC-001,2026-08-04T21:39:29.482426Z,file_write,CASE_MANAGEMENT,ASSET-00061,DEV-00005,,INFO,file_write observed on network-device-0060,"{""src_ip"": ""10.108.67.237""}"
EV-03746,SOC-002,2026-08-04T21:44:30.069414Z,process_create,SIEM,ASSET-01181,DEV-00017,,HIGH,process_create observed on server-0187,"{""src_ip"": ""10.133.74.192""}"
EV-06930,SOC-002,2026-08-04T21:44:49.319794Z,process_create,EDR,ASSET-02203,DEV-00021,,INFO,process_create observed on database-1209,"{""src_ip"": ""10.59.189.148""}"
EV-00808,SOC-002,2026-08-04T21:45:12.924423Z,privilege_escalation,CASE_MANAGEMENT,ASSET-01699,DEV-00015,,LOW,privilege_escalation observed on iot-0705,"{""src_ip"": ""10.59.211.215""}"
EV-05345,SOC-002,2026-08-04T21:45:33.188504Z,file_write,SIEM,ASSET-01475,DEV-00016,,LOW,file_write observed on database-0481,"{""src_ip"": ""10.47.89.112""}"
EV-04526,SOC-002,2026-08-04T21:46:31.412700Z,auth_success,SIEM,ASSET-02076,DEV-00017,,MEDIUM,auth_success observed on network-device-1082,"{""src_ip"": ""10.79.249.212""}"
EV-02876,SOC-002,2026-08-04T21:46:45.391890Z,auth_success,CASE_MANAGEMENT,ASSET-01397,DEV-00020,,LOW,auth_success observed on cloud-instance-0403,"{""src_ip"": ""10.177.183.175""}"
EV-07740,SOC-001,2026-08-04T21:47:23.038055Z,auth_success,SIEM,ASSET-00449,DEV-00004,,LOW,auth_success observed on iot-0448,"{""src_ip"": ""10.7.249.149""}"
EV-08071,SOC-001,2026-08-04T21:50:42.894936Z,file_write,IDS,ASSET-00543,DEV-00007,,INFO,file_write observed on network-device-0542,"{""src_ip"": ""10.252.122.109""}"
EV-09645,SOC-002,2026-08-04T21:51:00.500063Z,dns_query,CASE_MANAGEMENT,ASSET-02176,DEV-00020,,MEDIUM,dns_query observed on workstation-1182,"{""src_ip"": ""10.242.129.243""}"
EV-02520,SOC-002,2026-08-04T21:52:33.947748Z,privilege_escalation,CASE_MANAGEMENT,ASSET-02251,DEV-00018,,MEDIUM,privilege_escalation observed on server-1257,"{""src_ip"": ""10.220.29.202""}"
EV-09421,SOC-002,2026-08-04T21:53:17.785498Z,auth_failure,EDR,ASSET-02683,DEV-00022,,LOW,auth_failure observed on iot-1689,"{""src_ip"": ""10.236.136.238""}"
EV-05785,SOC-001,2026-08-04T21:55:36.115610Z,network_connection,IDS,ASSET-00274,DEV-00007,,LOW,network_connection observed on iot-0273,"{""src_ip"": ""10.180.207.185""}"
EV-04852,SOC-002,2026-08-04T21:56:03.392334Z,auth_failure,FIREWALL,ASSET-01048,DEV-00024,,MEDIUM,auth_failure observed on iot-0054,"{""src_ip"": ""10.10.4.29""}"
EV-09541,SOC-002,2026-08-04T21:59:06.547116Z,port_scan,EDR,ASSET-02514,DEV-00013,,HIGH,port_scan observed on workstation-1520,"{""src_ip"": ""10.198.41.170""}"
EV-05722,SOC-001,2026-08-04T22:01:32.011206Z,port_scan,CASE_MANAGEMENT,ASSET-00755,DEV-00001,,MEDIUM,port_scan observed on server-0754,"{""src_ip"": ""10.107.34.203""}"
EV-02920,SOC-001,2026-08-04T22:01:58.183256Z,auth_success,FIREWALL,ASSET-00136,DEV-00003,,HIGH,auth_success observed on workstation-0135,"{""src_ip"": ""10.82.109.154""}"
EV-00800,SOC-002,2026-08-04T22:04:46.253116Z,auth_success,FIREWALL,ASSET-02811,DEV-00024,,HIGH,auth_success observed on network-device-1817,"{""src_ip"": ""10.45.248.134""}"
EV-07081,SOC-001,2026-08-04T22:05:02.393585Z,email_gateway_hit,EDR,ASSET-00312,DEV-00008,,LOW,email_gateway_hit observed on database-0311,"{""src_ip"": ""10.164.93.182""}"
EV-00102,SOC-002,2026-08-04T22:07:40.504271Z,email_gateway_hit,FIREWALL,ASSET-02402,DEV-00024,,LOW,email_gateway_hit observed on cloud-instance-1408,"{""src_ip"": ""10.192.30.26""}"
EV-01823,SOC-001,2026-08-04T22:08:00.989751Z,auth_success,CASE_MANAGEMENT,ASSET-00393,DEV-00006,,LOW,auth_success observed on workstation-0392,"{""src_ip"": ""10.135.25.97""}"
EV-08343,SOC-001,2026-08-04T22:08:10.944778Z,privilege_escalation,CASE_MANAGEMENT,ASSET-00214,DEV-00009,,HIGH,privilege_escalation observed on database-0213,"{""src_ip"": ""10.41.3.250""}"
EV-08500,SOC-001,2026-08-04T22:12:52.926600Z,file_write,CASE_MANAGEMENT,ASSET-00637,DEV-00005,,INFO,file_write observed on cloud-instance-0636,"{""src_ip"": ""10.211.183.236""}"
EV-01480,SOC-002,2026-08-04T22:16:15.019459Z,privilege_escalation,EDR,ASSET-01107,DEV-00023,,HIGH,privilege_escalation observed on workstation-0113,"{""src_ip"": ""10.228.165.181""}"
EV-03661,SOC-002,2026-08-04T22:17:03.633185Z,email_gateway_hit,CASE_MANAGEMENT,ASSET-01853,DEV-00020,,MEDIUM,email_gateway_hit observed on cloud-instance-0859,"{""src_ip"": ""10.89.24.30""}"
EV-04865,SOC-002,2026-08-04T22:17:19.442331Z,network_connection,EDR,ASSET-01430,DEV-00022,,LOW,network_connection observed on iot-0436,"{""src_ip"": ""10.63.220.22""}"
EV-03948,SOC-001,2026-08-04T22:17:27.089855Z,port_scan,SIEM,ASSET-00555,DEV-00011,,INFO,port_scan observed on database-0554,"{""src_ip"": ""10.131.137.205""}"
EV-09279,SOC-002,2026-08-04T22:17:55.699508Z,auth_failure,CASE_MANAGEMENT,ASSET-02284,DEV-00015,,HIGH,auth_failure observed on iot-1290,"{""src_ip"": ""10.227.179.54""}"
EV-00454,SOC-002,2026-08-04T22:18:16.112454Z,port_scan,CASE_MANAGEMENT,ASSET-02664,DEV-00019,,CRITICAL,port_scan observed on server-1670,"{""src_ip"": ""10.38.186.20""}"
EV-09317,SOC-001,2026-08-04T22:19:26.129548Z,port_scan,SIEM,ASSET-00400,DEV-00004,,INFO,port_scan observed on cloud-instance-0399,"{""src_ip"": ""10.254.103.6""}"
EV-03415,SOC-002,2026-08-04T22:20:37.019637Z,network_connection,EDR,ASSET-02284,DEV-00013,,INFO,network_connection observed on iot-1290,"{""src_ip"": ""10.253.249.147""}"
EV-05184,SOC-002,2026-08-04T22:20:38.009123Z,file_write,CASE_MANAGEMENT,ASSET-02231,DEV-00015,,INFO,file_write observed on network-device-1237,"{""src_ip"": ""10.28.167.95""}"
EV-08711,SOC-001,2026-08-04T22:22:29.006910Z,email_gateway_hit,SIEM,ASSET-00527,DEV-00004,,HIGH,email_gateway_hit observed on database-0526,"{""src_ip"": ""10.180.195.225""}"
EV-09764,SOC-002,2026-08-04T22:24:47.801532Z,privilege_escalation,FIREWALL,ASSET-02220,DEV-00024,,MEDIUM,privilege_escalation observed on workstation-1226,"{""src_ip"": ""10.140.251.31""}"
EV-07750,SOC-001,2026-08-04T22:26:15.176808Z,auth_failure,SIEM,ASSET-00386,DEV-00004,,MEDIUM,auth_failure observed on server-0385,"{""src_ip"": ""10.61.234.39""}"
EV-08693,SOC-002,2026-08-04T22:29:24.457460Z,process_create,EDR,ASSET-02501,DEV-00022,,MEDIUM,process_create observed on workstation-1507,"{""src_ip"": ""10.126.141.27""}"
EV-02336,SOC-002,2026-08-04T22:30:37.077034Z,port_scan,EDR,ASSET-02364,DEV-00023,,INFO,port_scan observed on server-1370,"{""src_ip"": ""10.145.57.90""}"
EV-04623,SOC-002,2026-08-04T22:31:50.817401Z,privilege_escalation,CASE_MANAGEMENT,ASSET-01251,DEV-00019,,LOW,privilege_escalation observed on workstation-0257,"{""src_ip"": ""10.214.29.149""}"
EV-00294,SOC-001,2026-08-04T22:33:22.182589Z,usb_insert,SIEM,ASSET-00938,DEV-00011,,MEDIUM,usb_insert observed on cloud-instance-0937,"{""src_ip"": ""10.191.198.41""}"
EV-08787,SOC-002,2026-08-04T22:34:07.648230Z,usb_insert,CASE_MANAGEMENT,ASSET-02344,DEV-00015,,INFO,usb_insert observed on cloud-instance-1350,"{""src_ip"": ""10.41.88.102""}"
EV-03189,SOC-001,2026-08-04T22:36:24.023457Z,email_gateway_hit,IDS,ASSET-00964,DEV-00002,,INFO,email_gateway_hit observed on iot-0963,"{""src_ip"": ""10.5.56.125""}"
EV-05023,SOC-001,2026-08-04T22:36:30.471859Z,process_create,SIEM,ASSET-00173,DEV-00011,,INFO,process_create observed on network-device-0172,"{""src_ip"": ""10.119.52.214""}"
EV-04508,SOC-001,2026-08-04T22:38:53.761701Z,file_write,IDS,ASSET-00119,DEV-00002,,INFO,file_write observed on iot-0118,"{""src_ip"": ""10.157.94.22""}"
EV-04210,SOC-001,2026-08-04T22:39:41.644862Z,auth_success,CASE_MANAGEMENT,ASSET-00964,DEV-00006,,LOW,auth_success observed on iot-0963,"{""src_ip"": ""10.50.68.118""}"
EV-00975,SOC-002,2026-08-04T22:40:01.680407Z,file_write,CASE_MANAGEMENT,ASSET-01783,DEV-00019,,MEDIUM,file_write observed on workstation-0789,"{""src_ip"": ""10.75.126.125""}"
EV-06838,SOC-001,2026-08-04T22:41:19.480603Z,auth_success,CASE_MANAGEMENT,ASSET-00054,DEV-00009,,INFO,auth_success observed on workstation-0053,"{""src_ip"": ""10.101.95.42""}"
EV-08274,SOC-002,2026-08-04T22:41:52.377059Z,usb_insert,EDR,ASSET-02224,DEV-00013,,HIGH,usb_insert observed on network-device-1230,"{""src_ip"": ""10.105.55.4""}"
EV-06800,SOC-002,2026-08-04T22:43:19.991448Z,file_write,SIEM,ASSET-01502,DEV-00017,,INFO,file_write observed on network-device-0508,"{""src_ip"": ""10.167.10.194""}"
EV-08048,SOC-002,2026-08-04T22:44:24.990162Z,auth_success,CASE_MANAGEMENT,ASSET-01680,DEV-00020,,INFO,auth_success observed on iot-0686,"{""src_ip"": ""10.48.248.251""}"
EV-05983,SOC-001,2026-08-04T22:49:44.399978Z,auth_failure,FIREWALL,ASSET-00782,DEV-00003,,INFO,auth_failure observed on workstation-0781,"{""src_ip"": ""10.208.181.49""}"
EV-09069,SOC-001,2026-08-04T22:50:28.098010Z,port_scan,IDS,ASSET-00657,DEV-00007,,HIGH,port_scan observed on network-device-0656,"{""src_ip"": ""10.178.185.24""}"
EV-05157,SOC-002,2026-08-04T22:50:54.585002Z,network_connection,CASE_MANAGEMENT,ASSET-02164,DEV-00018,,INFO,network_connection observed on server-1170,"{""src_ip"": ""10.87.225.25""}"
EV-03957,SOC-001,2026-08-04T22:52:03.242932Z,process_create,CASE_MANAGEMENT,ASSET-00094,DEV-00001,,LOW,process_create observed on cloud-instance-0093,"{""src_ip"": ""10.104.204.7""}"
EV-00422,SOC-002,2026-08-04T22:54:42.075911Z,dns_query,CASE_MANAGEMENT,ASSET-01252,DEV-00015,,MEDIUM,dns_query observed on workstation-0258,"{""src_ip"": ""10.163.122.184""}"
EV-07557,SOC-001,2026-08-04T22:56:41.418454Z,privilege_escalation,FIREWALL,ASSET-00320,DEV-00003,,INFO,privilege_escalation observed on workstation-0319,"{""src_ip"": ""10.234.77.196""}"
EV-05779,SOC-001,2026-08-04T22:56:47.014112Z,usb_insert,IDS,ASSET-00551,DEV-00012,,MEDIUM,usb_insert observed on server-0550,"{""src_ip"": ""10.144.38.254""}"
EV-04515,SOC-001,2026-08-04T22:58:47.980963Z,dns_query,IDS,ASSET-00933,DEV-00002,,MEDIUM,dns_query observed on database-0932,"{""src_ip"": ""10.24.182.163""}"
EV-03077,SOC-002,2026-08-04T23:03:31.879000Z,auth_success,EDR,ASSET-01421,DEV-00023,,HIGH,auth_success observed on database-0427,"{""src_ip"": ""10.184.101.20""}"
EV-04640,SOC-002,2026-08-04T23:04:10.857562Z,privilege_escalation,IDS,ASSET-02563,DEV-00014,,MEDIUM,privilege_escalation observed on server-1569,"{""src_ip"": ""10.86.116.72""}"
EV-03232,SOC-001,2026-08-04T23:06:26.042887Z,port_scan,CASE_MANAGEMENT,ASSET-00646,DEV-00005,,MEDIUM,port_scan observed on database-0645,"{""src_ip"": ""10.118.16.142""}"
EV-04419,SOC-001,2026-08-04T23:07:41.971766Z,auth_failure,EDR,ASSET-00305,DEV-00008,,MEDIUM,auth_failure observed on iot-0304,"{""src_ip"": ""10.98.231.70""}"
EV-06512,SOC-002,2026-08-04T23:07:44.275618Z,process_create,EDR,ASSET-02810,DEV-00021,,HIGH,process_create observed on iot-1816,"{""src_ip"": ""10.253.119.82""}"
EV-06532,SOC-001,2026-08-04T23:09:21.093195Z,privilege_escalation,EDR,ASSET-00724,DEV-00008,,LOW,privilege_escalation observed on server-0723,"{""src_ip"": ""10.18.174.170""}"
EV-06405,SOC-002,2026-08-04T23:09:35.831890Z,port_scan,CASE_MANAGEMENT,ASSET-02775,DEV-00018,,MEDIUM,port_scan observed on workstation-1781,"{""src_ip"": ""10.86.132.7""}"
EV-08550,SOC-001,2026-08-04T23:12:25.831250Z,network_connection,SIEM,ASSET-00956,DEV-00004,,LOW,network_connection observed on database-0955,"{""src_ip"": ""10.222.215.41""}"
EV-07036,SOC-002,2026-08-04T23:20:27.438543Z,network_connection,EDR,ASSET-01279,DEV-00021,,MEDIUM,network_connection observed on iot-0285,"{""src_ip"": ""10.74.16.182""}"
EV-07144,SOC-002,2026-08-04T23:21:28.634462Z,auth_failure,EDR,ASSET-01106,DEV-00023,,INFO,auth_failure observed on iot-0112,"{""src_ip"": ""10.11.193.167""}"
EV-01603,SOC-001,2026-08-04T23:23:35.723252Z,usb_insert,FIREWALL,ASSET-00186,DEV-00003,,LOW,usb_insert observed on cloud-instance-0185,"{""src_ip"": ""10.142.241.84""}"
EV-03755,SOC-002,2026-08-04T23:24:23.992361Z,dns_query,SIEM,ASSET-02127,DEV-00017,,INFO,dns_query observed on iot-1133,"{""src_ip"": ""10.185.233.112""}"
EV-01589,SOC-001,2026-08-04T23:24:36.671684Z,auth_success,FIREWALL,ASSET-00657,DEV-00003,,INFO,auth_success observed on network-device-0656,"{""src_ip"": ""10.38.121.22""}"
EV-07042,SOC-001,2026-08-04T23:24:38.912300Z,port_scan,SIEM,ASSET-00707,DEV-00004,,LOW,port_scan observed on server-0706,"{""src_ip"": ""10.158.209.217""}"
EV-07573,SOC-001,2026-08-04T23:29:40.971872Z,usb_insert,CASE_MANAGEMENT,ASSET-00402,DEV-00001,,INFO,usb_insert observed on database-0401,"{""src_ip"": ""10.212.110.89""}"
EV-02816,SOC-002,2026-08-04T23:30:21.183076Z,auth_failure,IDS,ASSET-02025,DEV-00014,,INFO,auth_failure observed on network-device-1031,"{""src_ip"": ""10.110.185.178""}"
EV-06721,SOC-001,2026-08-04T23:30:28.380221Z,network_connection,CASE_MANAGEMENT,ASSET-00450,DEV-00010,,LOW,network_connection observed on network-device-0449,"{""src_ip"": ""10.252.55.154""}"
EV-03476,SOC-001,2026-08-04T23:33:09.035946Z,dns_query,CASE_MANAGEMENT,ASSET-00389,DEV-00006,,LOW,dns_query observed on workstation-0388,"{""src_ip"": ""10.34.114.71""}"
EV-02806,SOC-001,2026-08-04T23:35:20.055377Z,privilege_escalation,SIEM,ASSET-00148,DEV-00011,,INFO,privilege_escalation observed on workstation-0147,"{""src_ip"": ""10.42.227.64""}"
EV-02137,SOC-001,2026-08-04T23:36:06.988880Z,port_scan,CASE_MANAGEMENT,ASSET-00112,DEV-00001,,INFO,port_scan observed on database-0111,"{""src_ip"": ""10.49.25.188""}"
EV-07314,SOC-002,2026-08-04T23:36:24.797345Z,process_create,EDR,ASSET-01232,DEV-00023,,INFO,process_create observed on database-0238,"{""src_ip"": ""10.192.155.32""}"
EV-02277,SOC-001,2026-08-04T23:36:52.427155Z,email_gateway_hit,SIEM,ASSET-00482,DEV-00004,,LOW,email_gateway_hit observed on database-0481,"{""src_ip"": ""10.152.141.81""}"
EV-00585,SOC-001,2026-08-04T23:40:46.450951Z,auth_success,IDS,ASSET-00838,DEV-00002,,LOW,auth_success observed on iot-0837,"{""src_ip"": ""10.121.231.53""}"
EV-05132,SOC-002,2026-08-04T23:43:36.414323Z,port_scan,EDR,ASSET-01529,DEV-00023,,LOW,port_scan observed on iot-0535,"{""src_ip"": ""10.249.214.131""}"
EV-01280,SOC-001,2026-08-04T23:46:24.784664Z,auth_success,IDS,ASSET-00190,DEV-00002,,LOW,auth_success observed on server-0189,"{""src_ip"": ""10.9.118.158""}"
EV-01376,SOC-002,2026-08-04T23:46:44.281384Z,email_gateway_hit,CASE_MANAGEMENT,ASSET-02675,DEV-00020,,INFO,email_gateway_hit observed on cloud-instance-1681,"{""src_ip"": ""10.125.6.184""}"
EV-09400,SOC-001,2026-08-04T23:47:24.715241Z,dns_query,SIEM,ASSET-00171,DEV-00011,,INFO,dns_query observed on iot-0170,"{""src_ip"": ""10.140.99.238""}"
EV-08797,SOC-002,2026-08-04T23:49:09.880065Z,usb_insert,EDR,ASSET-01688,DEV-00013,,MEDIUM,usb_insert observed on network-device-0694,"{""src_ip"": ""10.150.209.180""}"
EV-04235,SOC-001,2026-08-04T23:50:07.676902Z,network_connection,CASE_MANAGEMENT,ASSET-00083,DEV-00010,,HIGH,network_connection observed on server-0082,"{""src_ip"": ""10.164.228.83""}"
EV-01785,SOC-002,2026-08-04T23:50:23.365060Z,file_write,EDR,ASSET-01593,DEV-00022,,INFO,file_write observed on workstation-0599,"{""src_ip"": ""10.99.43.134""}"
EV-02907,SOC-002,2026-08-04T23:51:07.706545Z,file_write,CASE_MANAGEMENT,ASSET-02002,DEV-00020,,LOW,file_write observed on network-device-1008,"{""src_ip"": ""10.199.135.204""}"
EV-04098,SOC-001,2026-08-04T23:51:41.654066Z,auth_success,IDS,ASSET-00764,DEV-00012,,HIGH,auth_success observed on cloud-instance-0763,"{""src_ip"": ""10.144.149.67""}"
EV-09847,SOC-002,2026-08-04T23:52:32.751398Z,dns_query,CASE_MANAGEMENT,ASSET-01537,DEV-00018,,INFO,dns_query observed on database-0543,"{""src_ip"": ""10.12.243.43""}"
EV-03408,SOC-001,2026-08-04T23:52:53.885696Z,dns_query,IDS,ASSET-00777,DEV-00012,,MEDIUM,dns_query observed on database-0776,"{""src_ip"": ""10.126.188.170""}"
EV-06268,SOC-002,2026-08-04T23:53:26.471061Z,email_gateway_hit,EDR,ASSET-02752,DEV-00021,,MEDIUM,email_gateway_hit observed on workstation-1758,"{""src_ip"": ""10.201.63.182""}"
EV-05790,SOC-002,2026-08-04T23:53:32.489749Z,process_create,EDR,ASSET-02794,DEV-00023,,MEDIUM,process_create observed on cloud-instance-1800,"{""src_ip"": ""10.96.201.137""}"
EV-00757,SOC-001,2026-08-04T23:54:59.626993Z,usb_insert,IDS,ASSET-00158,DEV-00012,,CRITICAL,usb_insert observed on network-device-0157,"{""src_ip"": ""10.251.43.116""}"
EV-06480,SOC-002,2026-08-04T23:56:48.472677Z,privilege_escalation,SIEM,ASSET-01961,DEV-00016,,MEDIUM,privilege_escalation observed on database-0967,"{""src_ip"": ""10.56.159.214""}"
EV-07550,SOC-001,2026-08-04T23:56:56.469469Z,auth_failure,SIEM,ASSET-00246,DEV-00011,,MEDIUM,auth_failure observed on workstation-0245,"{""src_ip"": ""10.138.86.21""}"
EV-05656,SOC-001,2026-08-04T23:58:13.351394Z,dns_query,FIREWALL,ASSET-00667,DEV-00003,,LOW,dns_query observed on iot-0666,"{""src_ip"": ""10.84.89.191""}"
EV-07074,SOC-001,2026-08-04T23:59:38.307918Z,network_connection,SIEM,ASSET-00135,DEV-00011,,LOW,network_connection observed on database-0134,"{""src_ip"": ""10.59.84.196""}"
EV-07678,SOC-002,2026-08-05T00:05:05.369497Z,privilege_escalation,CASE_MANAGEMENT,ASSET-02710,DEV-00019,,LOW,privilege_escalation observed on database-1716,"{""src_ip"": ""10.171.94.76""}"
EV-01650,SOC-001,2026-08-05T00:07:06.643651Z,process_create,EDR,ASSET-00934,DEV-00008,,INFO,process_create observed on database-0933,"{""src_ip"": ""10.159.98.6""}"
EV-07300,SOC-002,2026-08-05T00:09:47.886987Z,dns_query,FIREWALL,ASSET-02015,DEV-00024,,INFO,dns_query observed on iot-1021,"{""src_ip"": ""10.235.22.210""}"
EV-05761,SOC-001,2026-08-05T00:11:02.680934Z,email_gateway_hit,CASE_MANAGEMENT,ASSET-00869,DEV-00010,,INFO,email_gateway_hit observed on workstation-0868,"{""src_ip"": ""10.114.242.245""}"
EV-05834,SOC-002,2026-08-05T00:12:51.197178Z,port_scan,CASE_MANAGEMENT,ASSET-02354,DEV-00018,,LOW,port_scan observed on server-1360,"{""src_ip"": ""10.151.119.51""}"
EV-07258,SOC-002,2026-08-05T00:14:09.155489Z,auth_failure,CASE_MANAGEMENT,ASSET-02577,DEV-00015,,LOW,auth_failure observed on server-1583,"{""src_ip"": ""10.35.200.226""}"
EV-07441,SOC-001,2026-08-05T00:17:22.258381Z,dns_query,IDS,ASSET-00468,DEV-00002,,INFO,dns_query observed on workstation-0467,"{""src_ip"": ""10.95.194.16""}"
EV-01195,SOC-001,2026-08-05T00:21:48.405799Z,auth_success,CASE_MANAGEMENT,ASSET-00922,DEV-00001,,INFO,auth_success observed on iot-0921,"{""src_ip"": ""10.187.180.120""}"
EV-06496,SOC-002,2026-08-05T00:22:42.358675Z,auth_success,CASE_MANAGEMENT,ASSET-02177,DEV-00018,,INFO,auth_success observed on cloud-instance-1183,"{""src_ip"": ""10.14.65.137""}"
EV-04994,SOC-001,2026-08-05T00:23:51.652530Z,dns_query,SIEM,ASSET-00008,DEV-00011,,INFO,dns_query observed on cloud-instance-0007,"{""src_ip"": ""10.73.38.129""}"
EV-07798,SOC-002,2026-08-05T00:24:02.789085Z,email_gateway_hit,EDR,ASSET-02119,DEV-00013,,HIGH,email_gateway_hit observed on cloud-instance-1125,"{""src_ip"": ""10.138.9.237""}"
EV-05267,SOC-001,2026-08-05T00:24:35.705925Z,process_create,EDR,ASSET-00294,DEV-00008,,LOW,process_create observed on database-0293,"{""src_ip"": ""10.218.239.245""}"
EV-04029,SOC-001,2026-08-05T00:24:54.958028Z,port_scan,IDS,ASSET-00067,DEV-00002,,MEDIUM,port_scan observed on cloud-instance-0066,"{""src_ip"": ""10.87.12.114""}"
EV-00011,SOC-001,2026-08-05T00:27:27.802765Z,file_write,CASE_MANAGEMENT,ASSET-00318,DEV-00001,,LOW,file_write observed on server-0317,"{""src_ip"": ""10.71.161.106""}"
EV-04977,SOC-002,2026-08-05T00:27:51.710148Z,dns_query,SIEM,ASSET-01761,DEV-00017,,INFO,dns_query observed on cloud-instance-0767,"{""src_ip"": ""10.120.195.216""}"
EV-06234,SOC-001,2026-08-05T00:30:30.487596Z,process_create,SIEM,ASSET-00097,DEV-00004,,MEDIUM,process_create observed on network-device-0096,"{""src_ip"": ""10.197.100.157""}"
EV-06200,SOC-002,2026-08-05T00:30:47.304569Z,privilege_escalation,EDR,ASSET-01106,DEV-00023,,MEDIUM,privilege_escalation observed on iot-0112,"{""src_ip"": ""10.44.103.111""}"
EV-00615,SOC-002,2026-08-05T00:32:03.825927Z,file_write,CASE_MANAGEMENT,ASSET-02542,DEV-00020,,MEDIUM,file_write observed on workstation-1548,"{""src_ip"": ""10.114.3.50""}"
EV-01048,SOC-002,2026-08-05T00:35:23.541352Z,dns_query,IDS,ASSET-02694,DEV-00014,,HIGH,dns_query observed on cloud-instance-1700,"{""src_ip"": ""10.111.52.43""}"
EV-03626,SOC-002,2026-08-05T00:35:45.980078Z,dns_query,EDR,ASSET-01128,DEV-00022,,MEDIUM,dns_query observed on cloud-instance-0134,"{""src_ip"": ""10.25.168.146""}"
EV-08417,SOC-002,2026-08-05T00:38:44.114204Z,email_gateway_hit,CASE_MANAGEMENT,ASSET-01168,DEV-00018,,MEDIUM,email_gateway_hit observed on database-0174,"{""src_ip"": ""10.194.24.173""}"
EV-00686,SOC-001,2026-08-05T00:40:32.525647Z,usb_insert,CASE_MANAGEMENT,ASSET-00993,DEV-00001,,MEDIUM,usb_insert observed on iot-0992,"{""src_ip"": ""10.141.251.77""}"
EV-07083,SOC-002,2026-08-05T00:43:38.755896Z,file_write,CASE_MANAGEMENT,ASSET-02547,DEV-00020,,INFO,file_write observed on network-device-1553,"{""src_ip"": ""10.123.176.32""}"
EV-01642,SOC-002,2026-08-05T00:44:52.045896Z,network_connection,SIEM,ASSET-01765,DEV-00017,,LOW,network_connection observed on server-0771,"{""src_ip"": ""10.227.6.201""}"
EV-05127,SOC-002,2026-08-05T00:54:37.761493Z,process_create,EDR,ASSET-01596,DEV-00013,,HIGH,process_create observed on network-device-0602,"{""src_ip"": ""10.100.39.83""}"
EV-03178,SOC-002,2026-08-05T00:57:47.915411Z,process_create,CASE_MANAGEMENT,ASSET-01656,DEV-00015,,LOW,process_create observed on cloud-instance-0662,"{""src_ip"": ""10.103.64.195""}"
EV-05769,SOC-001,2026-08-05T00:59:20.304398Z,port_scan,IDS,ASSET-00867,DEV-00002,,HIGH,port_scan observed on server-0866,"{""src_ip"": ""10.40.159.34""}"
EV-00441,SOC-001,2026-08-05T01:01:46.483912Z,usb_insert,IDS,ASSET-00371,DEV-00002,,MEDIUM,usb_insert observed on database-0370,"{""src_ip"": ""10.35.39.252""}"
EV-07992,SOC-001,2026-08-05T01:05:38.717822Z,port_scan,EDR,ASSET-00049,DEV-00008,,LOW,port_scan observed on cloud-instance-0048,"{""src_ip"": ""10.166.237.7""}"
EV-00512,SOC-001,2026-08-05T01:05:46.814574Z,email_gateway_hit,FIREWALL,ASSET-00155,DEV-00003,,MEDIUM,email_gateway_hit observed on database-0154,"{""src_ip"": ""10.21.160.98""}"
EV-04337,SOC-001,2026-08-05T01:09:31.818719Z,file_write,IDS,ASSET-00017,DEV-00012,,HIGH,file_write observed on workstation-0016,"{""src_ip"": ""10.43.66.19""}"
EV-04475,SOC-002,2026-08-05T01:10:23.891728Z,auth_failure,EDR,ASSET-02543,DEV-00023,,HIGH,auth_failure observed on cloud-instance-1549,"{""src_ip"": ""10.104.189.51""}"
EV-05437,SOC-002,2026-08-05T01:12:21.316293Z,file_write,SIEM,ASSET-01666,DEV-00016,,MEDIUM,file_write observed on network-device-0672,"{""src_ip"": ""10.181.182.183""}"
EV-03785,SOC-001,2026-08-05T01:16:11.096623Z,process_create,IDS,ASSET-00368,DEV-00012,,INFO,process_create observed on database-0367,"{""src_ip"": ""10.11.1.127""}"
EV-05509,SOC-001,2026-08-05T01:16:46.730576Z,auth_success,IDS,ASSET-00388,DEV-00012,,LOW,auth_success observed on workstation-0387,"{""src_ip"": ""10.3.246.125""}"
EV-06366,SOC-002,2026-08-05T01:21:39.258007Z,dns_query,EDR,ASSET-02462,DEV-00013,,MEDIUM,dns_query observed on iot-1468,"{""src_ip"": ""10.48.45.139""}"
EV-02699,SOC-002,2026-08-05T01:22:10.046690Z,dns_query,EDR,ASSET-01682,DEV-00021,,INFO,dns_query observed on workstation-0688,"{""src_ip"": ""10.172.186.237""}"
EV-05324,SOC-002,2026-08-05T01:23:16.730501Z,auth_failure,SIEM,ASSET-02276,DEV-00016,,INFO,auth_failure observed on network-device-1282,"{""src_ip"": ""10.20.178.216""}"
EV-05672,SOC-002,2026-08-05T01:23:48.057695Z,email_gateway_hit,CASE_MANAGEMENT,ASSET-01059,DEV-00015,,MEDIUM,email_gateway_hit observed on cloud-instance-0065,"{""src_ip"": ""10.211.110.228""}"
EV-05963,SOC-002,2026-08-05T01:26:32.100591Z,dns_query,FIREWALL,ASSET-01648,DEV-00024,,MEDIUM,dns_query observed on cloud-instance-0654,"{""src_ip"": ""10.22.165.83""}"
EV-01306,SOC-002,2026-08-05T01:27:31.662470Z,network_connection,EDR,ASSET-02324,DEV-00021,,LOW,network_connection observed on server-1330,"{""src_ip"": ""10.186.210.193""}"
