asset_id,soc_id,hostname,asset_type,ip_address,criticality,business_unit,owner,status
ASSET-00565,SOC-001,server-0564,SERVER,246.34.216.66,HIGH,Engineering,owner-26@corp.internal,ACTIVE
ASSET-00566,SOC-001,server-0565,SERVER,76.157.105.7,HIGH,Engineering,owner-37@corp.internal,ACTIVE
ASSET-00567,SOC-001,network-device-0566,NETWORK_DEVICE,173.82.41.221,LOW,HR,owner-25@corp.internal,ACTIVE
ASSET-00568,SOC-001,iot-0567,IOT,35.211.205.76,LOW,Research,owner-6@corp.internal,ACTIVE
ASSET-00569,SOC-001,cloud-instance-0568,CLOUD_INSTANCE,190.214.61.160,LOW,Finance,owner-7@corp.internal,ACTIVE
ASSET-00570,SOC-001,network-device-0569,NETWORK_DEVICE,59.109.202.13,LOW,HR,owner-39@corp.internal,ACTIVE
ASSET-00571,SOC-001,cloud-instance-0570,CLOUD_INSTANCE,244.113.153.134,MEDIUM,HR,owner-2@corp.internal,ACTIVE
ASSET-00572,SOC-001,iot-0571,IOT,69.248.194.141,LOW,Operations,owner-32@corp.internal,ACTIVE
ASSET-00573,SOC-001,workstation-0572,WORKSTATION,91.22.113.88,MEDIUM,Operations,owner-28@corp.internal,ACTIVE
ASSET-00574,SOC-001,workstation-0573,WORKSTATION,174.0.123.126,MEDIUM,Operations,owner-6@corp.internal,ACTIVE
ASSET-00575,SOC-001,cloud-instance-0574,CLOUD_INSTANCE,75.157.253.88,LOW,Research,owner-5@corp.internal,ACTIVE
ASSET-00576,SOC-001,server-0575,SERVER,68.153.208.166,HIGH,Research,owner-10@corp.internal,ACTIVE
ASSET-00577,SOC-001,iot-0576,IOT,99.190.68.29,MEDIUM,Finance,owner-6@corp.internal,ACTIVE
ASSET-00578,SOC-001,server-0577,SERVER,241.101.215.121,MEDIUM,HR,owner-18@corp.internal,ACTIVE
ASSET-00579,SOC-001,server-0578,SERVER,33.235.250.169,CRITICAL,Operations,owner-29@corp.internal,ACTIVE
ASSET-00580,SOC-001,cloud-instance-0579,CLOUD_INSTANCE,142.3.112.207,MEDIUM,Finance,owner-2@corp.internal,ACTIVE
ASSET-00581,SOC-001,server-0580,SERVER,90.154.32.106,MEDIUM,Sales,owner-39@corp.internal,ACTIVE
ASSET-00582,SOC-001,database-0581,DATABASE,221.28.162.103,MEDIUM,HR,owner-27@corp.internal,ACTIVE
ASSET-00583,SOC-001,network-device-0582,NETWORK_DEVICE,199.119.160.127,CRITICAL,Sales,owner-16@corp.internal,ACTIVE
ASSET-00584,SOC-001,cloud-instance-0583,CLOUD_INSTANCE,133.103.27.88,HIGH,Operations,owner-11@corp.internal,ACTIVE
ASSET-00585,SOC-001,workstation-0584,WORKSTATION,68.215.223.154,MEDIUM,Operations,owner-10@corp.internal,ACTIVE
ASSET-00586,SOC-001,server-0585,SERVER,42.206.26.169,MEDIUM,Operations,owner-20@corp.internal,ACTIVE
ASSET-00587,SOC-001,network-device-0586,NETWORK_DEVICE,200.92.215.20,CRITICAL,HR,owner-16@corp.internal,ACTIVE
ASSET-00588,SOC-001,iot-0587,IOT,160.2.53.42,MEDIUM,Sales,owner-13@corp.internal,ACTIVE
ASSET-00589,SOC-001,network-device-0588,NETWORK_DEVICE,27.98.138.157,HIGH,Finance,owner-26@corp.internal,ACTIVE
ASSET-00590,SOC-001,database-0589,DATABASE,215.115.249.141,MEDIUM,HR,owner-29@corp.internal,ACTIVE
ASSET-00591,SOC-001,database-0590,DATABASE,110.60.221.79,LOW,Research,owner-39@corp.internal,ACTIVE
ASSET-00592,SOC-001,workstation-0591,WORKSTATION,76.233.83.167,MEDIUM,Research,owner-13@corp.internal,ACTIVE
ASSET-00593,SOC-001,network-device-0592,NETWORK_DEVICE,80.110.80.199,HIGH,Operations,owner-21@corp.internal,ACTIVE
ASSET-00594,SOC-001,database-0593,DATABASE,188.32.185.242,MEDIUM,Operations,owner-37@corp.internal,ACTIVE
ASSET-00595,SOC-001,workstation-0594,WORKSTATION,83.109.71.215,MEDIUM,Operations,owner-24@corp.internal,ACTIVE
ASSET-00596,SOC-001,server-0595,SERVER,238.155.243.225,MEDIUM,Sales,owner-35@corp.internal,ACTIVE
ASSET-00597,SOC-001,workstation-0596,WORKSTATION,174.132.184.28,LOW,Finance,owner-30@corp.internal,ACTIVE
ASSET-00598,SOC-001,iot-0597,IOT,53.171.132.102,MEDIUM,HR,owner-5@corp.internal,ACTIVE
ASSET-00599,SOC-001,network-device-0598,NETWORK_DEVICE,172.72.67.102,MEDIUM,Research,owner-20@corp.internal,ACTIVE
ASSET-00600,SOC-001,workstation-0599,WORKSTATION,64.175.191.63,MEDIUM,Research,owner-28@corp.internal,ACTIVE
ASSET-00601,SOC-001,network-device-0600,NETWORK_DEVICE,18.239.97.1,MEDIUM,Sales,owner-31@corp.internal,ACTIVE
ASSET-00602,SOC-001,cloud-instance-0601,CLOUD_INSTANCE,102.155.41.184,MEDIUM,Research,owner-27@corp.internal,ACTIVE
ASSET-00603,SOC-001,cloud-instance-0602,CLOUD_INSTANCE,9.105.113.1,LOW,HR,owner-35@corp.internal,ACTIVE
ASSET-00604,SOC-001,cloud-instance-0603,CLOUD_INSTANCE,163.95.201.193,LOW,Finance,owner-16@corp.internal,ACTIVE
ASSET-00605,SOC-001,iot-0604,IOT,170.41.96.253,MEDIUM,Research,owner-40@corp.internal,ACTIVE
ASSET-00606,SOC-001,server-0605,SERVER,144.47.52.101,LOW,Research,owner-26@corp.internal,ACTIVE
ASSET-00607,SOC-001,database-0606,DATABASE,247.57.54.233,LOW,Finance,owner-1@corp.internal,ACTIVE
ASSET-00608,SOC-001,server-0607,SERVER,66.60.173.157,HIGH,Research,owner-34@corp.internal,ACTIVE
ASSET-00609,SOC-001,cloud-instance-0608,CLOUD_INSTANCE,148.156.216.212,MEDIUM,Engineering,owner-29@corp.internal,ACTIVE
ASSET-00610,SOC-001,database-0609,DATABASE,100.33.94.102,MEDIUM,Research,owner-38@corp.internal,ACTIVE
ASSET-00611,SOC-001,iot-0610,IOT,128.30.134.144,HIGH,Finance,owner-31@corp.internal,ACTIVE
ASSET-00612,SOC-001,server-0611,SERVER,75.161.114.51,MEDIUM,Finance,owner-8@corp.internal,ACTIVE
ASSET-00613,SOC-001,iot-0612,IOT,36.68.211.1,MEDIUM,HR,owner-30@corp.internal,ACTIVE
ASSET-00614,SOC-001,workstation-0613,WORKSTATION,133.103.200.5,MEDIUM,Operations,owner-7@corp.internal,ACTIVE
ASSET-00615,SOC-001,network-device-0614,NETWORK_DEVICE,184.212.152.72,MEDIUM,HR,owner-5@corp.internal,ACTIVE
ASSET-00616,SOC-001,database-0615,DATABASE,11.112.89.51,LOW,Finance,owner-2@corp.internal,ACTIVE
ASSET-00617,SOC-001,database-0616,DATABASE,165.225.91.85,HIGH,Engineering,owner-16@corp.internal,ACTIVE
ASSET-00618,SOC-001,cloud-instance-0617,CLOUD_INSTANCE,44.168.247.131,MEDIUM,HR,owner-36@corp.internal,ACTIVE
ASSET-00619,SOC-001,network-device-0618,NETWORK_DEVICE,245.93.206.109,MEDIUM,Operations,owner-12@corp.internal,ACTIVE
ASSET-00620,SOC-001,workstation-0619,WORKSTATION,163.246.108.97,MEDIUM,Operations,owner-2@corp.internal,ACTIVE
ASSET-00621,SOC-001,iot-0620,IOT,157.54.28.182,LOW,Operations,owner-38@corp.internal,ACTIVE
ASSET-00622,SOC-001,network-device-0621,NETWORK_DEVICE,99.138.189.246,CRITICAL,Engineering,owner-14@corp.internal,ACTIVE
ASSET-00623,SOC-001,database-0622,DATABASE,192.152.103.80,LOW,Finance,owner-37@corp.internal,ACTIVE
ASSET-00624,SOC-001,server-0623,SERVER,204.172.47.181,LOW,Engineering,owner-24@corp.internal,ACTIVE
ASSET-00625,SOC-001,database-0624,DATABASE,50.115.117.191,MEDIUM,HR,owner-32@corp.internal,ACTIVE
ASSET-00626,SOC-001,cloud-instance-0625,CLOUD_INSTANCE,247.70.76.2,MEDIUM,Sales,owner-25@corp.internal,ACTIVE
ASSET-00627,SOC-001,cloud-instance-0626,CLOUD_INSTANCE,100.125.195.146,MEDIUM,HR,owner-23@corp.internal,ACTIVE
ASSET-00628,SOC-001,network-device-0627,NETWORK_DEVICE,158.11.123.1,HIGH,Research,owner-20@corp.internal,ACTIVE
ASSET-00629,SOC-001,cloud-instance-0628,CLOUD_INSTANCE,151.21.70.51,CRITICAL,Engineering,owner-21@corp.internal,ACTIVE
ASSET-00630,SOC-001,server-0629,SERVER,61.19.26.61,MEDIUM,Engineering,owner-24@corp.internal,ACTIVE
ASSET-00631,SOC-001,iot-0630,IOT,36.48.18.218,MEDIUM,Operations,owner-39@corp.internal,ACTIVE
ASSET-00632,SOC-001,workstation-0631,WORKSTATION,147.38.125.37,MEDIUM,Engineering,owner-32@corp.internal,ACTIVE
ASSET-00633,SOC-001,iot-0632,IOT,137.145.176.26,MEDIUM,Research,owner-12@corp.internal,ACTIVE
ASSET-00634,SOC-001,cloud-instance-0633,CLOUD_INSTANCE,42.183.178.239,MEDIUM,Engineering,owner-12@corp.internal,ACTIVE
ASSET-00635,SOC-001,database-0634,DATABASE,215.140.87.211,MEDIUM,Finance,owner-23@corp.internal,ACTIVE
ASSET-00636,SOC-001,server-0635,SERVER,124.15.84.157,HIGH,Operations,owner-36@corp.internal,ACTIVE
ASSET-00637,SOC-001,cloud-instance-0636,CLOUD_INSTANCE,167.47.148.125,MEDIUM,Research,owner-32@corp.internal,ACTIVE
ASSET-00638,SOC-001,network-device-0637,NETWORK_DEVICE,181.203.227.245,LOW,Operations,owner-11@corp.internal,ACTIVE
ASSET-00639,SOC-001,server-0638,SERVER,144.189.233.0,CRITICAL,Engineering,owner-19@corp.internal,ACTIVE
ASSET-00640,SOC-001,server-0639,SERVER,70.92.194.203,HIGH,HR,owner-11@corp.internal,ACTIVE
ASSET-00641,SOC-001,network-device-0640,NETWORK_DEVICE,144.206.119.233,LOW,Operations,owner-36@corp.internal,ACTIVE
ASSET-00642,SOC-001,cloud-instance-0641,CLOUD_INSTANCE,28.251.101.95,MEDIUM,HR,owner-35@corp.internal,ACTIVE
ASSET-00643,SOC-001,database-0642,DATABASE,138.195.90.196,LOW,Finance,owner-29@corp.internal,ACTIVE
ASSET-00644,SOC-001,cloud-instance-0643,CLOUD_INSTANCE,55.242.93.54,LOW,Finance,owner-16@corp.internal,ACTIVE
ASSET-00645,SOC-001,database-0644,DATABASE,223.243.137.170,LOW,Operations,owner-17@corp.internal,ACTIVE
ASSET-00646,SOC-001,database-0645,DATABASE,220.185.29.95,LOW,Operations,owner-8@corp.internal,ACTIVE
ASSET-00647,SOC-001,workstation-0646,WORKSTATION,53.186.147.87,LOW,Sales,owner-23@corp.internal,ACTIVE
ASSET-00648,SOC-001,iot-0647,IOT,156.58.30.11,MEDIUM,Engineering,owner-40@corp.internal,ACTIVE
ASSET-00649,SOC-001,workstation-0648,WORKSTATION,200.235.226.122,HIGH,Engineering,owner-4@corp.internal,ACTIVE
ASSET-00650,SOC-001,cloud-instance-0649,CLOUD_INSTANCE,89.207.11.13,MEDIUM,Sales,owner-35@corp.internal,ACTIVE
ASSET-00651,SOC-001,workstation-0650,WORKSTATION,82.218.246.129,LOW,HR,owner-19@corp.internal,ACTIVE
ASSET-00652,SOC-001,cloud-instance-0651,CLOUD_INSTANCE,68.112.152.72,LOW,Sales,owner-7@corp.internal,ACTIVE
ASSET-00653,SOC-001,workstation-0652,WORKSTATION,246.120.57.178,LOW,Operations,owner-4@corp.internal,ACTIVE
ASSET-00654,SOC-001,database-0653,DATABASE,221.246.212.172,MEDIUM,Research,owner-9@corp.internal,ACTIVE
ASSET-00655,SOC-001,workstation-0654,WORKSTATION,37.112.53.219,LOW,Engineering,owner-26@corp.internal,ACTIVE
ASSET-00656,SOC-001,network-device-0655,NETWORK_DEVICE,36.101.92.57,MEDIUM,HR,owner-27@corp.internal,ACTIVE
ASSET-00657,SOC-001,network-device-0656,NETWORK_DEVICE,115.181.186.213,CRITICAL,Finance,owner-26@corp.internal,ACTIVE
ASSET-00658,SOC-001,cloud-instance-0657,CLOUD_INSTANCE,191.243.12.141,HIGH,HR,owner-30@corp.internal,ACTIVE
ASSET-00659,SOC-001,network-device-0658,NETWORK_DEVICE,83.201.58.231,MEDIUM,Research,owner-6@corp.internal,ACTIVE
ASSET-00660,SOC-001,iot-0659,IOT,248.222.215.119,MEDIUM,Research,owner-23@corp.internal,ACTIVE
ASSET-00661,SOC-001,server-0660,SERVER,203.177.140.121,MEDIUM,Engineering,owner-28@corp.internal,ACTIVE
ASSET-00662,SOC-001,workstation-0661,WORKSTATION,126.165.163.135,HIGH,HR,owner-22@corp.internal,ACTIVE
ASSET-00663,SOC-001,cloud-instance-0662,CLOUD_INSTANCE,147.243.117.150,HIGH,Operations,owner-22@corp.internal,ACTIVE
ASSET-00664,SOC-001,iot-0663,IOT,195.35.20.102,CRITICAL,Finance,owner-30@corp.internal,ACTIVE
ASSET-00665,SOC-001,server-0664,SERVER,31.206.1.227,LOW,Engineering,owner-29@corp.internal,ACTIVE
ASSET-00666,SOC-001,network-device-0665,NETWORK_DEVICE,0.44.76.34,LOW,Operations,owner-13@corp.internal,ACTIVE
ASSET-00667,SOC-001,iot-0666,IOT,232.206.233.81,HIGH,Research,owner-20@corp.internal,ACTIVE
ASSET-00668,SOC-001,workstation-0667,WORKSTATION,223.218.53.178,LOW,HR,owner-6@corp.internal,ACTIVE
ASSET-00669,SOC-001,iot-0668,IOT,92.69.126.77,HIGH,HR,owner-11@corp.internal,ACTIVE
ASSET-00670,SOC-001,server-0669,SERVER,101.118.164.16,MEDIUM,Research,owner-15@corp.internal,ACTIVE
ASSET-00671,SOC-001,network-device-0670,NETWORK_DEVICE,167.205.225.67,CRITICAL,Finance,owner-1@corp.internal,ACTIVE
ASSET-00672,SOC-001,workstation-0671,WORKSTATION,122.16.1.63,CRITICAL,Sales,owner-15@corp.internal,ACTIVE
ASSET-00673,SOC-001,cloud-instance-0672,CLOUD_INSTANCE,174.19.89.30,MEDIUM,Finance,owner-22@corp.internal,ACTIVE
ASSET-00674,SOC-001,server-0673,SERVER,252.247.184.66,LOW,Research,owner-9@corp.internal,ACTIVE
ASSET-00675,SOC-001,network-device-0674,NETWORK_DEVICE,18.33.205.223,HIGH,Finance,owner-7@corp.internal,ACTIVE
ASSET-00676,SOC-001,server-0675,SERVER,80.55.205.107,MEDIUM,HR,owner-9@corp.internal,ACTIVE
ASSET-00677,SOC-001,network-device-0676,NETWORK_DEVICE,198.1.129.139,LOW,Engineering,owner-10@corp.internal,ACTIVE
ASSET-00678,SOC-001,server-0677,SERVER,135.207.99.253,MEDIUM,Sales,owner-11@corp.internal,ACTIVE
ASSET-00679,SOC-001,network-device-0678,NETWORK_DEVICE,89.231.112.58,LOW,Research,owner-10@corp.internal,ACTIVE
ASSET-00680,SOC-001,network-device-0679,NETWORK_DEVICE,157.183.40.75,MEDIUM,Engineering,owner-6@corp.internal,ACTIVE
ASSET-00681,SOC-001,server-0680,SERVER,35.215.230.161,LOW,Sales,owner-25@corp.internal,ACTIVE
ASSET-00682,SOC-001,database-0681,DATABASE,246.151.119.161,MEDIUM,Engineering,owner-16@corp.internal,ACTIVE
ASSET-00683,SOC-001,database-0682,DATABASE,165.5.218.156,CRITICAL,Sales,owner-39@corp.internal,ACTIVE
ASSET-00684,SOC-001,cloud-instance-0683,CLOUD_INSTANCE,184.159.58.146,MEDIUM,Research,owner-2@corp.internal,ACTIVE
ASSET-00685,SOC-001,iot-0684,IOT,224.54.53.252,MEDIUM,Sales,owner-39@corp.internal,ACTIVE
ASSET-00686,SOC-001,cloud-instance-0685,CLOUD_INSTANCE,48.75.35.112,LOW,HR,owner-4@corp.internal,ACTIVE
ASSET-00687,SOC-001,workstation-0686,WORKSTATION,126.176.246.42,MEDIUM,Engineering,owner-32@corp.internal,ACTIVE
ASSET-00688,SOC-001,iot-0687,IOT,152.11.200.30,CRITICAL,Finance,owner-24@corp.internal,ACTIVE
ASSET-00689,SOC-001,database-0688,DATABASE,33.201.161.93,MEDIUM,Sales,owner-27@corp.internal,ACTIVE
ASSET-00690,SOC-001,database-0689,DATABASE,139.222.0.91,MEDIUM,Operations,owner-5@corp.internal,ACTIVE
ASSET-00691,SOC-001,server-0690,SERVER,150.93.116.79,CRITICAL,HR,owner-14@corp.internal,ACTIVE
ASSET-00692,SOC-001,server-0691,SERVER,236.46.40.21,CRITICAL,Operations,owner-33@corp.internal,ACTIVE
ASSET-00693,SOC-001,database-0692,DATABASE,160.234.2.81,LOW,Operations,owner-28@corp.internal,ACTIVE
ASSET-00694,SOC-001,iot-0693,IOT,102.251.167.29,CRITICAL,Sales,owner-35@corp.internal,ACTIVE
ASSET-00695,SOC-001,cloud-instance-0694,CLOUD_INSTANCE,39.22.16.193,HIGH,HR,owner-6@corp.internal,ACTIVE
ASSET-00696,SOC-001,cloud-instance-0695,CLOUD_INSTANCE,235.193.187.82,HIGH,Engineering,owner-35@corp.internal,ACTIVE
ASSET-00697,SOC-001,database-0696,DATABASE,100.6.250.206,MEDIUM,Research,owner-5@corp.internal,ACTIVE
ASSET-00698,SOC-001,database-0697,DATABASE,178.220.108.52,MEDIUM,Engineering,owner-4@corp.internal,ACTIVE
ASSET-00699,SOC-001,workstation-0698,WORKSTATION,22.18.10.166,LOW,Finance,owner-30@corp.internal,ACTIVE
ASSET-00700,SOC-001,cloud-instance-0699,CLOUD_INSTANCE,155.220.112.209,CRITICAL,Research,owner-12@corp.internal,ACTIVE
ASSET-00701,SOC-001,server-0700,SERVER,3.62.2.247,LOW,Research,owner-1@corp.internal,ACTIVE
ASSET-00702,SOC-001,workstation-0701,WORKSTATION,127.20.234.250,LOW,Sales,owner-34@corp.internal,ACTIVE
ASSET-00703,SOC-001,iot-0702,IOT,66.94.2.89,HIGH,Engineering,owner-18@corp.internal,ACTIVE
ASSET-00704,SOC-001,iot-0703,IOT,226.236.19.244,HIGH,Finance,owner-22@corp.internal,ACTIVE
ASSET-00705,SOC-001,network-device-0704,NETWORK_DEVICE,69.160.133.57,MEDIUM,HR,owner-37@corp.internal,ACTIVE
ASSET-00706,SOC-001,iot-0705,IOT,19.186.220.145,MEDIUM,Sales,owner-24@corp.internal,ACTIVE
ASSET-00707,SOC-001,server-0706,SERVER,127.230.112.243,LOW,Engineering,owner-24@corp.internal,ACTIVE
ASSET-00708,SOC-001,workstation-0707,WORKSTATION,65.79.73.148,LOW,Sales,owner-8@corp.internal,ACTIVE
ASSET-00709,SOC-001,workstation-0708,WORKSTATION,189.163.193.98,MEDIUM,Finance,owner-1@corp.internal,ACTIVE
ASSET-00710,SOC-001,workstation-0709,WORKSTATION,11.197.114.7,MEDIUM,Operations,owner-10@corp.internal,ACTIVE
ASSET-00711,SOC-001,workstation-0710,WORKSTATION,238.96.129.172,LOW,Finance,owner-36@corp.internal,ACTIVE
ASSET-00712,SOC-001,iot-0711,IOT,189.156.70.147,MEDIUM,Engineering,owner-21@corp.internal,ACTIVE
ASSET-00713,SOC-001,workstation-0712,WORKSTATION,106.143.202.203,LOW,HR,owner-18@corp.internal,ACTIVE
ASSET-00714,SOC-001,server-0713,SERVER,146.80.46.89,MEDIUM,Sales,owner-4@corp.internal,ACTIVE
ASSET-00715,SOC-001,workstation-0714,WORKSTATION,57.34.167.228,LOW,Finance,owner-26@corp.internal,ACTIVE
ASSET-00716,SOC-001,server-0715,SERVER,224.130.127.118,MEDIUM,HR,owner-20@corp.internal,ACTIVE
ASSET-00717,SOC-001,database-0716,DATABASE,22.29.92.135,MEDIUM,Finance,owner-24@corp.internal,ACTIVE
ASSET-00718,SOC-001,workstation-0717,WORKSTATION,74.165.249.211,MEDIUM,HR,owner-40@corp.internal,ACTIVE
ASSET-00719,SOC-001,workstation-0718,WORKSTATION,118.195.230.66,MEDIUM,Operations,owner-13@corp.internal,ACTIVE
ASSET-00720,SOC-001,iot-0719,IOT,230.131.115.163,MEDIUM,Engineering,owner-10@corp.internal,ACTIVE
ASSET-00721,SOC-001,server-0720,SERVER,238.177.154.210,MEDIUM,Engineering,owner-35@corp.internal,ACTIVE
ASSET-00722,SOC-001,database-0721,DATABASE,162.205.21.144,LOW,Finance,owner-22@corp.internal,ACTIVE
ASSET-00723,SOC-001,server-0722,SERVER,194.73.46.94,MEDIUM,Research,owner-20@corp.internal,ACTIVE
ASSET-00724,SOC-001,server-0723,SERVER,52.135.158.65,MEDIUM,Engineering,owner-27@corp.internal,ACTIVE
ASSET-00725,SOC-001,network-device-0724,NETWORK_DEVICE,246.16.57.107,CRITICAL,Engineering,owner-18@corp.internal,ACTIVE
ASSET-00726,SOC-001,server-0725,SERVER,11.61.12.54,LOW,Sales,owner-27@corp.internal,ACTIVE
ASSET-00727,SOC-001,iot-0726,IOT,229.68.152.135,MEDIUM,Research,owner-6@corp.internal,ACTIVE
ASSET-00728,SOC-001,cloud-instance-0727,CLOUD_INSTANCE,24.119.188.6,MEDIUM,Research,owner-26@corp.internal,ACTIVE
ASSET-00729,SOC-001,server-0728,SERVER,151.134.123.18,MEDIUM,Operations,owner-9@corp.internal,ACTIVE
ASSET-00730,SOC-001,workstation-0729,WORKSTATION,74.171.71.178,HIGH,HR,owner-26@corp.internal,ACTIVE
ASSET-00731,SOC-001,iot-0730,IOT,212.247.99.34,LOW,HR,owner-29@corp.internal,ACTIVE
ASSET-00732,SOC-001,database-0731,DATABASE,59.205.242.3,CRITICAL,Engineering,owner-9@corp.internal,ACTIVE
ASSET-00733,SOC-001,cloud-instance-0732,CLOUD_INSTANCE,27.229.164.195,HIGH,Engineering,owner-29@corp.internal,ACTIVE
ASSET-00734,SOC-001,network-device-0733,NETWORK_DEVICE,80.100.124.89,MEDIUM,Sales,owner-23@corp.internal,ACTIVE
ASSET-00735,SOC-001,workstation-0734,WORKSTATION,115.176.214.118,MEDIUM,HR,owner-8@corp.internal,ACTIVE
ASSET-00736,SOC-001,server-0735,SERVER,40.89.123.52,LOW,HR,owner-39@corp.internal,ACTIVE
ASSET-00737,SOC-001,server-0736,SERVER,55.11.154.41,LOW,HR,owner-10@corp.internal,ACTIVE
ASSET-00738,SOC-001,server-0737,SERVER,182.14.105.92,HIGH,HR,owner-26@corp.internal,ACTIVE
ASSET-00739,SOC-001,cloud-instance-0738,CLOUD_INSTANCE,12.136.7.20,MEDIUM,HR,owner-12@corp.internal,ACTIVE
ASSET-00740,SOC-001,server-0739,SERVER,243.188.154.113,MEDIUM,Operations,owner-36@corp.internal,ACTIVE
ASSET-00741,SOC-001,iot-0740,IOT,140.212.185.10,HIGH,Operations,owner-7@corp.internal,ACTIVE
ASSET-00742,SOC-001,workstation-0741,WORKSTATION,31.23.143.147,CRITICAL,Engineering,owner-9@corp.internal,ACTIVE
ASSET-00743,SOC-001,workstation-0742,WORKSTATION,210.220.66.200,MEDIUM,Research,owner-6@corp.internal,ACTIVE
ASSET-00744,SOC-001,cloud-instance-0743,CLOUD_INSTANCE,150.11.224.244,HIGH,Finance,owner-2@corp.internal,ACTIVE
ASSET-00745,SOC-001,server-0744,SERVER,50.159.196.23,LOW,Operations,owner-9@corp.internal,ACTIVE
ASSET-00746,SOC-001,server-0745,SERVER,231.179.48.133,LOW,HR,owner-8@corp.internal,ACTIVE
ASSET-00747,SOC-001,server-0746,SERVER,241.57.78.60,MEDIUM,Engineering,owner-37@corp.internal,ACTIVE
ASSET-00748,SOC-001,network-device-0747,NETWORK_DEVICE,210.89.249.96,LOW,Operations,owner-2@corp.internal,ACTIVE
ASSET-00749,SOC-001,network-device-0748,NETWORK_DEVICE,174.231.10.178,MEDIUM,HR,owner-14@corp.internal,ACTIVE
ASSET-00750,SOC-001,workstation-0749,WORKSTATION,70.101.52.151,HIGH,Engineering,owner-3@corp.internal,ACTIVE
ASSET-00751,SOC-001,cloud-instance-0750,CLOUD_INSTANCE,158.130.90.174,MEDIUM,Research,owner-19@corp.internal,ACTIVE
ASSET-00752,SOC-001,network-device-0751,NETWORK_DEVICE,105.120.82.33,LOW,Operations,owner-4@corp.internal,ACTIVE
ASSET-00753,SOC-001,server-0752,SERVER,71.159.102.40,MEDIUM,Operations,owner-13@corp.internal,ACTIVE
ASSET-00754,SOC-001,iot-0753,IOT,226.120.150.66,LOW,Engineering,owner-35@corp.internal,ACTIVE
ASSET-00755,SOC-001,server-0754,SERVER,253.73.142.32,MEDIUM,Research,owner-23@corp.internal,ACTIVE
ASSET-00756,SOC-001,network-device-0755,NETWORK_DEVICE,139.101.132.206,LOW,HR,owner-37@corp.internal,ACTIVE
ASSET-00757,SOC-001,cloud-instance-0756,CLOUD_INSTANCE,82.84.170.211,MEDIUM,Engineering,owner-2@corp.internal,ACTIVE
ASSET-00758,SOC-001,database-0757,DATABASE,152.220.158.11,HIGH,HR,owner-4@corp.internal,ACTIVE
ASSET-00759,SOC-001,network-device-0758,NETWORK_DEVICE,135.136.223.237,MEDIUM,Sales,owner-15@corp.internal,ACTIVE
ASSET-00760,SOC-001,workstation-0759,WORKSTATION,25.162.103.111,HIGH,Engineering,owner-18@corp.internal,ACTIVE
ASSET-00761,SOC-001,cloud-instance-0760,CLOUD_INSTANCE,208.248.16.99,LOW,Research,owner-4@corp.internal,ACTIVE
ASSET-00762,SOC-001,workstation-0761,WORKSTATION,147.96.142.223,LOW,Operations,owner-23@corp.internal,ACTIVE
ASSET-00763,SOC-001,workstation-0762,WORKSTATION,45.20.233.244,HIGH,HR,owner-23@corp.internal,ACTIVE
ASSET-00764,SOC-001,cloud-instance-0763,CLOUD_INSTANCE,7.56.139.164,LOW,HR,owner-37@corp.internal,ACTIVE
ASSET-00765,SOC-001,cloud-instance-0764,CLOUD_INSTANCE,36.96.208.210,MEDIUM,Engineering,owner-32@corp.internal,ACTIVE
ASSET-00766,SOC-001,cloud-instance-0765,CLOUD_INSTANCE,79.30.26.55,HIGH,Finance,owner-6@corp.internal,ACTIVE
ASSET-00767,SOC-001,server-0766,SERVER,59.141.52.71,MEDIUM,Finance,owner-34@corp.internal,ACTIVE
ASSET-00768,SOC-001,network-device-0767,NETWORK_DEVICE,0.44.203.37,MEDIUM,Sales,owner-13@corp.internal,ACTIVE
ASSET-00769,SOC-001,workstation-0768,WORKSTATION,87.59.252.23,LOW,HR,owner-4@corp.internal,ACTIVE
ASSET-00770,SOC-001,server-0769,SERVER,37.208.116.97,MEDIUM,Engineering,owner-8@corp.internal,ACTIVE
ASSET-00771,SOC-001,cloud-instance-0770,CLOUD_INSTANCE,220.84.213.155,MEDIUM,Finance,owner-24@corp.internal,ACTIVE
ASSET-00772,SOC-001,iot-0771,IOT,241.33.225.41,MEDIUM,Sales,owner-7@corp.internal,ACTIVE
ASSET-00773,SOC-001,database-0772,DATABASE,77.64.123.40,MEDIUM,Engineering,owner-28@corp.internal,ACTIVE
ASSET-00774,SOC-001,iot-0773,IOT,245.237.243.130,MEDIUM,HR,owner-12@corp.internal,ACTIVE
ASSET-00775,SOC-001,iot-0774,IOT,247.255.136.212,MEDIUM,Sales,owner-23@corp.internal,ACTIVE
ASSET-00776,SOC-001,workstation-0775,WORKSTATION,170.96.72.146,MEDIUM,Engineering,owner-25@corp.internal,ACTIVE
ASSET-00777,SOC-001,database-0776,DATABASE,187.231.24.53,MEDIUM,Engineering,owner-12@corp.internal,ACTIVE
ASSET-00778,SOC-001,iot-0777,IOT,0.117.211.213,LOW,Sales,owner-26@corp.internal,ACTIVE
ASSET-00779,SOC-001,cloud-instance-0778,CLOUD_INSTANCE,8.74.60.75,HIGH,HR,owner-40@corp.internal,ACTIVE
ASSET-00780,SOC-001,workstation-0779,WORKSTATION,163.191.228.3,MEDIUM,Operations,owner-10@corp.internal,ACTIVE
